WhatId,OwnerId,Status,Priority,TaskSubtype,Type,CreatedDate,ActivityDate,LastModifiedDate,Subject,Description
Opportunity for Wilkins38,Nicolas Weaver,In Progress,Normal,Email,Email exec,2015-06-04,2015-07-19,2015-06-12,Email exec ivis [4571],Ci ami up abama so dumik uwfekugo dunnak tilha vapmo ocnu ivavitkoh tubmojsuj wenisbal powbo.
Opportunity for Reed39,Dennis Howard,Not Started,Normal,Task,Task exec,2015-05-12,2015-05-18,2015-05-21,Task exec ufa [3994],Gaberbot zu pa apwafepa avovu tovuceti egabil kirjobfos dipe lob uzhukac gawudaew fop uvufeniv jowejzij iwewab.
Opportunity for Simon40,Irene Kelley,Not Started,High,Task,Put a proposal,2015-06-08,2015-06-15,2015-06-16,Put a proposal kuffobivo [1054],Wopoha masaj cicractow ruhlovu co igi uwsaori tehfucut as zotaz rekked ifu ulnicli lej dosizel fotasce.
Opportunity for Rice41,Julie Chavez,Not Started,Low,Call,Call exec,2015-07-07,2015-08-08,2015-07-07,Call exec amonimi [5535],Ako tibhigi lalniun geogfas nacgahba wibwe atwej recutzu cefhofa vi epo vifostij zudcinod taka mi dizkem.
Opportunity for Adams42,Eric Gutierrez,In Progress,Normal,Call,Call exec,2015-06-19,2015-06-20,2015-06-20,Call exec upozebjot [2242],Kisohja onupesi cip joku tatok dajojeki wenukrit deazo zoz morzu tofwiobo tufidew.
Opportunity for Clayton43,Johnny Green,Not Started,Low,Email,Email to stakeholder,2015-06-10,2015-06-26,2015-06-20,Email to stakeholder uwipo [7661],Veil wol relius raj bamar vitsuh amiufu ra et ezole ozobu ilaacuawo cel evi laafe jo diniflir codod.
Opportunity for Stevens152,Chris Riley,Not Started,Low,Call,Call to stakeholder,2015-06-26,2015-08-11,2015-07-05,Call to stakeholder sehge [3671],Nesidav otfos debzem vo koskawjej furrom cobuhal ekehe fope jajrob upaikwuc kohde belkuhbe.
Opportunity for Schmidt153,Catherine Brown,Not Started,Normal,Email,Email exec,2015-07-05,2015-08-09,2015-07-05,Email exec li [2302],Kuj bir pinofsuk hiwuon ofo vidora tusija fujoppu bakoccu we vap di meuzuhiv litot.
Opportunity for Vega154,Harold Campbell,In Progress,Normal,Call,Call to stakeholder,2015-06-28,2015-07-16,2015-06-30,Call to stakeholder bimit [2400],Ipamiida hazecaonu avdon va ifi iwpe uzmobru seov onlurha na re jiktikeg zumoc.
Opportunity for Waters155,Jessica Nichols,Not Started,Normal,Email,Setting up demo,2015-05-08,2015-05-24,2015-05-14,Setting up demo gi [3335],Be hipeb zak pan jidinneg mo zofzoz fuv tu zaroge lahhovcah rivilbo nozal ge fer.
Opportunity for Moss156,Jessica Nichols,In Progress,Low,Call,Call to stakeholder,2015-06-27,2015-07-01,2015-06-28,Call to stakeholder lulufi [9624],Opovegaj le favlo le kej morvu tiled keloufo fo vopummis sakwetzuz pioj nup guzvamce ani.
Opportunity for Hunt157,Evelyn Williamson,In Progress,Normal,Task,Task to stakeholder,2015-05-15,2015-06-09,2015-05-26,Task to stakeholder jani [9279],Um ovosuir cofbamdev fiopaj kor cadehav rutmor mupuwow wic copiha jevnu kegalopeh.
Opportunity for Aguilar158,Catherine Brown,Completed,Normal,Email,Setting up demo,2015-06-25,2015-06-27,2015-06-30,Setting up demo elope [4664],Upugibpu keve patpa wausik zuttefub neh ogu nohpenal hopaj wok cobmaof cafa vikes jo damitaw avime five.
Opportunity for Sandoval159,Bruce Kennedy,In Progress,High,Task,Task exec,2015-06-08,2015-06-28,2015-06-14,Task exec zo [1592],Pub amgidhan fi faru li vopjiz venemik deb lanac nihwu cedtis he.
Opportunity for McGee160,Nicolas Weaver,In Progress,Low,Call,Call exec,2015-06-06,2015-06-25,2015-06-26,Call exec figisel [1919],Bu no un tukdavna paz potuzkev wiofsud jecuzbep miti vuse duk zosuk rowemet.
Opportunity for Mendoza161,Eric Sanchez,In Progress,Normal,Email,Email exec,2015-06-05,2015-07-12,2015-06-24,Email exec pew [1670],Hatedoko wog lagip tuca zebhuk emi jafli isim esiulge mu cu zekrib cacdupwu lagijto owsu sevtur nil vag.
Opportunity for Todd162,Eric Gutierrez,Not Started,Normal,Task,Task to stakeholder,2015-05-19,2015-07-06,2015-06-18,Task to stakeholder rasena [9468],Tifvadhal lilaejo tajevi avlaw atome uf nuhkab rawemmuh hog dof se bahed dup.
Opportunity for Washington163,Evelyn Williamson,In Progress,High,Email,Email exec,2015-06-07,2015-07-26,2015-07-01,Email exec dedcovmen [9309],Pugkoren fe pohobci ridfewi gecaca pas ri vagomum suzak gocfeti nihizde nedub diclebab.
Opportunity for Snyder164,Nicolas Weaver,Completed,Normal,Email,Email to stakeholder,2015-06-23,2015-07-22,2015-06-26,Email to stakeholder bow [1902],Lumpew okabires hepad ro pasugteb cueru harib ja unzezne unwikiga hulser ti uccin suguw kuzmecaf ke aturev.
Opportunity for Barker165,Irene Kelley,In Progress,High,Task,Task to stakeholder,2015-06-26,2015-08-02,2015-06-27,Task to stakeholder pe [6155],Lecmufo su fiwuf nic wew sikgiv kirsulfod uwoiki zokacap as heuga pazbo kutiema dahcanka puzu.
Opportunity for Christensen166,Harold Campbell,In Progress,High,Call,Call exec,2015-07-01,2015-07-17,2015-07-06,Call exec lezmeb [3765],Ijutuc owoen wa maufako kivudes nifu ceibji ik febhu ve suwe dunin jahen mo degure ufi.
Opportunity for Clark167,Irene Kelley,Not Started,Normal,Task,Setting up demo,2015-06-11,2015-07-28,2015-07-07,Setting up demo or [7175],No kazmoru bujuz ki ten dakwu nob caopkus akil zeb mosen ehjekera achas madhit ujaupe zo.
Opportunity for Ford168,Eric Gutierrez,Not Started,Low,Email,Email exec,2015-05-30,2015-07-10,2015-06-27,Email exec bizimzu [6276],Avoeritu jemiik zo jezerwa nedke cevidzer zefjobi subliju avcejka de sehafoz luuhahe ja ohitetrom ivuvo.
Opportunity for Hughes169,Eric Gutierrez,In Progress,Normal,Task,Task exec,2015-06-15,2015-06-24,2015-06-15,Task exec ehajo [7747],Zo emani kedurot ense du luwugne du fe tewponvi fughirzun somar bap muwin.
Opportunity for Walker170,Johnny Green,Not Started,High,Call,Call exec,2015-05-24,2015-07-04,2015-06-15,Call exec ciifiej [8851],Bemrunhor juj peri iwocolnut nojijta lo zigwu tojij gaif fag pakkeh vopjub.
Opportunity for Nichols171,Dennis Howard,In Progress,Normal,Call,Put a proposal,2015-05-15,2015-06-24,2015-05-23,Put a proposal jonfet [6572],Ra lo behpi tig ucapaus gacifto inhiffis sabnapoj cibuski bamofvuj gevece boco cupvobri deje tawuj.
Opportunity for Craig172,Eric Gutierrez,Not Started,Normal,Task,Setting up demo,2015-06-15,2015-07-15,2015-06-25,Setting up demo nid [7005],He vuge sofe lowniboh la caw omciej zewopse mag ruvve ru ezokupcok obka neze ovegaj heowlol.
Opportunity for Gordon173,Evelyn Williamson,Not Started,High,Task,Put a proposal,2015-07-03,2015-08-07,2015-07-03,Put a proposal gofdik [1209],Rema awujsic tahoci meve tela rehno pef pugejejec emwiveb wonepu ser tew puta fegu oc ci gilhed tuwoj.
Opportunity for Robinson174,Dennis Howard,In Progress,Normal,Email,Setting up demo,2015-06-11,2015-07-03,2015-07-03,Setting up demo jep [6246],Muewu nuahtus wudba te ca ejted sobov zimzak ko zus gu acuwud lom.
Opportunity for Cunningham175,Harold Campbell,In Progress,High,Call,Setting up demo,2015-05-29,2015-07-04,2015-06-04,Setting up demo ru [3532],Oda rawup bovop utukakrap mihuel pevo puru ut maen dudof kulufeg maumwu iwe.
Opportunity for Carpenter176,Harold Campbell,In Progress,Normal,Call,Call to stakeholder,2015-05-13,2015-05-18,2015-05-31,Call to stakeholder cem [6308],Mamhi konhe gadkufje maoj junuvoeb fiena botbeb povuvdo lut kolof rera edoho golod tostu hid socemivas nigan.
Opportunity for Bush283,Doroth Gardner,In Progress,Low,Call,Call exec,2015-06-14,2015-07-03,2015-06-18,Call exec ovuoz [4597],Omofaveb ido we fadote guw rohudwi gokuati raoj simawo hoavgen ajkufiz he lojomu cedsa kagages ow.
Opportunity for Soto284,John Williams,In Progress,Normal,Task,Task to stakeholder,2015-05-08,2015-06-10,2015-05-21,Task to stakeholder romittev [5931],So usecerus wuc woer gohluliv ju pinraktag ajkarhut ke zo keret isfuz vidutgat.
Opportunity for Herrera285,Laura Garza,Not Started,High,Task,Task to stakeholder,2015-06-10,2015-07-25,2015-07-02,Task to stakeholder jeuv [6008],Ebsuz uwazim nar uviir wemdu desmuus av icaw amako ka nugsebel woenu ewofunsah powgacsu.
Opportunity for Bradley286,Eric Gutierrez,Not Started,Normal,Email,Email to stakeholder,2015-06-19,2015-07-19,2015-06-24,Email to stakeholder ujuretuv [4631],Jad labop zihmecpod bihkifuw ejuna gil hozuwzi olo pivep fes inokutcum tudajcin.
Opportunity for Wise287,Evelyn Williamson,Not Started,Normal,Email,Email to stakeholder,2015-06-13,2015-06-23,2015-06-17,Email to stakeholder avi [3744],Milwaw guljiv ed kagor emikutuw luam locloscak gisvez emadki ro fa fennef pazcok.
Opportunity for Pearson288,Nicolas Weaver,Not Started,High,Call,Call to stakeholder,2015-06-25,2015-07-26,2015-06-25,Call to stakeholder kawiholel [3452],Podo mub lebboma nic illid solzaj boc haloro mo rabowvan wiuhu me awato dode ojhi.
Opportunity for Bryan289,Nicolas Weaver,In Progress,Normal,Task,Setting up demo,2015-06-28,2015-07-04,2015-07-03,Setting up demo komco [1757],Dudro jezhu no uvdaf agjiczi levhupzi adu ip josokgin foh pu cu rirliw ozguf rakhifpa.
Opportunity for Boyd290,Doroth Gardner,In Progress,Normal,Task,Task to stakeholder,2015-06-30,2015-08-16,2015-07-01,Task to stakeholder iw [7393],Ge dovjusra vibguv reh isoto mofem lik movumpib sipumabil kal lojihre siwu vepew va mugmokojo utu.
Opportunity for Briggs291,Laura Palmer,In Progress,Normal,Email,Put a proposal,2015-05-23,2015-07-05,2015-06-06,Put a proposal owul [1817],Olca bakor gucavruk ja isakko come pouw uricacpa cek alo iri jewtiwifo epooraj zatizbi mivi nuur iriwuzci wuha.
Opportunity for Diaz292,Bruce Kennedy,In Progress,Normal,Call,Setting up demo,2015-06-14,2015-07-04,2015-06-22,Setting up demo ve [4330],Ope riwaafo kuvga se ujel gecsi wom juckeh rubato fitpo wi le lurodsad ducas.
Opportunity for Higgins293,Eric Gutierrez,Completed,Normal,Task,Task to stakeholder,2015-06-19,2015-08-04,2015-06-27,Task to stakeholder ero [3704],Gubdo abruf apisarah geonibim safusfe rokvibvo uwbuzut luhikri ahi zubce ehaza debake.
Opportunity for Rodriquez294,Irene McCoy,Not Started,Normal,Call,Setting up demo,2015-06-17,2015-08-02,2015-07-05,Setting up demo biaza [7520],Zu no ibe tif uko igagac uhpeffe cez zadi giudacak lu boloc si avilciv kaj ivnen nukwiho mazkoco.
Opportunity for Ryan295,Doroth Gardner,Not Started,High,Call,Setting up demo,2015-06-20,2015-07-27,2015-06-25,Setting up demo ligfu [4890],Rarnuwa sur dic nafec nefip ga fu bamirogaf onsamri tehaf fisordi niwwoiwe cejaac za ronoc ca dejpal kitrubaz.
Opportunity for Armstrong296,John Williams,In Progress,Normal,Call,Call exec,2015-07-03,2015-07-08,2015-07-06,Call exec diw [4369],Eg vop fozemes kalef zoze witgurke jowe bazhu uskosas heg vonu waborja uha dere hu jahulpi zucizmi.
Opportunity for Wilkerson297,Laura Palmer,In Progress,Normal,Email,Setting up demo,2015-05-29,2015-06-26,2015-06-13,Setting up demo uwo [6420],Kufanenu sacrojmu iwubusir bogak pifevca heco dimgi bosien im evomardu docur mo ubegedpa faafe taob.
Opportunity for Francis298,Nicolas Weaver,Not Started,High,Task,Task exec,2015-07-04,2015-08-23,2015-07-05,Task exec ugo [6960],Codedhi pigkofe netoj lav kacijesut metuk kun emwuvene foarwik kopdi hopuaho taglupces favser.
Opportunity for McBride299,Dennis Howard,In Progress,High,Task,Task to stakeholder,2015-06-08,2015-07-12,2015-07-07,Task to stakeholder karhut [5086],Mog viso ezamun vuazkij hivoseku haw uro obaha hobpu owoogeow cu at.
Opportunity for Miller300,Catherine Brown,Not Started,Low,Email,Email exec,2015-05-10,2015-05-16,2015-06-14,Email exec li [6624],Bozor dudfa mobumoru tun ewcuhge udowene lefpetu za geomka gan fashucdi zit rav ipcuzusa ewoepi ugekuzo veweoca miwekpen.
Opportunity for Wright301,Irene McCoy,Not Started,High,Email,Email exec,2015-05-28,2015-07-14,2015-06-13,Email exec vul [3990],Se guwmage awelo jufpi eripdam penus suzeli zelvujik pafreze to aja go zuresmed loc kebunwi zahowiwu fomikki.
Opportunity for Farmer302,Julie Chavez,Completed,High,Email,Email to stakeholder,2015-06-29,2015-08-16,2015-07-05,Email to stakeholder lucucdov [5591],Cukfowca faw agaceuti ruki tu ub lici enofaj kaj el ewa owiejwo efuwimub ruc pejigik.
Opportunity for Cross303,Harold Campbell,In Progress,High,Task,Task exec,2015-06-16,2015-07-29,2015-06-28,Task exec javsepib [8438],Obgicma mesu jas mesve ruodoepe ep biahwa gum tewiwpih vejuvlal ra ra vitipe.
Opportunity for Pierce304,Chris Riley,Completed,Normal,Email,Setting up demo,2015-06-14,2015-07-09,2015-06-19,Setting up demo oje [9896],Limpodar gusublac zuwab loidune etuv ma tehinput ra liskoda surero jusabro riwuje.
Opportunity for Burke305,Eric Sanchez,In Progress,Low,Email,Email exec,2015-05-21,2015-06-09,2015-05-28,Email exec sok [2558],Hateju fed fanbop devvijit labo cobme fuhfu jevleol vetliam tolziim ci dukzubri ijjike ga.
Opportunity for Hudson306,Nicolas Weaver,In Progress,Low,Task,Task exec,2015-05-09,2015-06-15,2015-06-20,Task exec tibsipu [8035],Vow sovmo kuhu bef dik cet ragev foziwi lavagsuf uk paum juwzokum ela.
Opportunity for Figueroa377,Johnny Green,In Progress,High,Email,Email to stakeholder,2015-06-06,2015-06-20,2015-07-07,Email to stakeholder jislo [8062],Sotrepug vike fe wuzgonu tijozjej vovjep uje kavfujura ofidisa het docef ivacip bedmehu cuticeguc ba odi.
Opportunity for Collins378,Irene McCoy,Completed,High,Task,Put a proposal,2015-06-18,2015-07-22,2015-06-29,Put a proposal fo [1193],Dezpawdis pus evzakzof nabciz bojow dut af fek hiefa rezfeun cawa eje daza ka.
Opportunity for Marsh379,Kelly Frazier,Not Started,Normal,Email,Put a proposal,2015-06-21,2015-08-08,2015-06-28,Put a proposal me [2533],Saun uw edmo cazed ugpib deolakip hig guidtu mad jiklin ajcad vep cuvbav nedwames tehnogrel alurup wezej parcara.
Opportunity for Palmer380,Laura Palmer,In Progress,Normal,Call,Call exec,2015-06-25,2015-08-11,2015-07-07,Call exec hucvuk [7046],Las ciljuhdim un kocgibnu kahumdoh copapobib etugidur jacmemoco tesi luecha olo zoliber.
Opportunity for Reid381,Doroth Gardner,In Progress,High,Email,Setting up demo,2015-06-29,2015-08-15,2015-07-04,Setting up demo ne [4691],Nehiet ho vedipad ku fusbucmu wofgid ivawa korpin panusad buc zokumom onuka latov buaf iv.
Opportunity for Powell382,Kelly Frazier,Completed,Normal,Task,Task exec,2015-05-29,2015-06-13,2015-06-09,Task exec jirhogbi [6991],Tuozpan vaneze retohu ku agi iso uvusa mujog koovboz mimvo pu liasi sop.
Opportunity for Burke383,Irene Kelley,Not Started,Normal,Email,Email exec,2015-05-15,2015-06-17,2015-06-02,Email exec naisan [9103],Oca jefowfej gidig utbejfo gev dacece tehoem jiwlo bo oc ranor to fizitlo uzakeswih.
Opportunity for Nash384,Bruce Kennedy,Not Started,Low,Call,Call to stakeholder,2015-05-19,2015-07-06,2015-07-06,Call to stakeholder luktajecu [6935],Veobuwuj nac cod oj bol molnulez idtakco ridab ugicoof osawva watpu miod cu kuhu jinefu zukitdop.
Opportunity for Logan385,Dennis Howard,Completed,High,Email,Email to stakeholder,2015-06-16,2015-07-08,2015-06-22,Email to stakeholder adozetwu [5117],Si jaij bijfokwep zodebih luzos tu rov ruple lerib nulwigtal enonecmur limzi havome foliz wu wag aju.
Opportunity for May386,Laura Palmer,In Progress,High,Email,Email exec,2015-06-21,2015-07-13,2015-07-02,Email exec ubitidvip [1834],Wopkelom pudlupan uzivsu dara ga zeopom ehebuzi rovfaz lace gujicge wevlici ep focueh tabrul riognu.
Opportunity for Hart387,Johnny Green,In Progress,Normal,Task,Task to stakeholder,2015-06-08,2015-07-22,2015-06-12,Task to stakeholder jaw [1445],Orunol husir awenuwnev wihumah nu fabidpe mi ka lawajniv ma agce muvfiruj jar wif vefsu bo.
Opportunity for Neal388,Eric Gutierrez,In Progress,High,Call,Setting up demo,2015-06-09,2015-07-22,2015-06-28,Setting up demo vi [2820],Wilo kase ugoup nun uldosul pup biredek rehkaw him ogi akozihe pok emigerbez ka won cesodkum bejakjam.
Opportunity for Lawrence389,Eric Gutierrez,In Progress,Normal,Call,Setting up demo,2015-05-14,2015-06-15,2015-06-03,Setting up demo oti [3423],Ob kecdidlej genso kic let ju liok vevmanvu jocrah ozunok moez kazaro.
Opportunity for Garrett390,Catherine Brown,In Progress,Normal,Email,Setting up demo,2015-05-20,2015-07-03,2015-06-26,Setting up demo gazo [6319],Del evuvi av wutu ludvevap nazvo faac un zu kov aciaho ucowlo fekhorzib subufikof ki.
Opportunity for Wilkins391,Julie Chavez,Not Started,Normal,Email,Email exec,2015-07-02,2015-08-11,2015-07-05,Email exec iwudebve [5258],Riva hutut ganpuzul gobcaz oklakab wev dagkakfez mogju vuwomjo sardok ja foirco comse cavvihkog op sara.
Opportunity for Weber392,Julie Chavez,Not Started,Normal,Task,Task exec,2015-06-25,2015-06-30,2015-07-06,Task exec wov [2930],Zem memdenra demiso vorfiuh wopzutve vob duhunge reala pol fob hohiv reze cofuaba towlij.
Opportunity for Greene393,Laura Garza,Not Started,Low,Email,Put a proposal,2015-05-16,2015-05-25,2015-06-29,Put a proposal zoazomal [2424],Omomuje taf hu gatagfot lose cicubon nivna meb bo melfapfi sirzoit rogeiwe lekluuz fu abi.
Opportunity for Ballard394,Eric Gutierrez,In Progress,Normal,Task,Task to stakeholder,2015-06-13,2015-06-20,2015-06-19,Task to stakeholder wic [9370],Mitod nutsojju aj nizan daku ka vo lellow jebeg gus suocba nezzaw usci guv tesvuv pous cupaw cicuzjen.
Opportunity for Perry395,Doroth Gardner,Not Started,Low,Email,Email exec,2015-06-06,2015-06-25,2015-07-06,Email exec ib [8819],Usa wukolvov huvufwu kuzsatwit paegohe ucne cuponaodo bemgab ko paicfap usakedbo co.
Opportunity for Estrada396,John Williams,In Progress,Normal,Task,Task to stakeholder,2015-06-25,2015-07-30,2015-06-30,Task to stakeholder meta [4248],Rakuguw izeutra zupufuz zutelhe kucmednok juhot aba tapangak bipmumcav ilve lavlik itofu fe bibud jacteop.
Opportunity for Cooper397,Irene Kelley,Not Started,Normal,Call,Call exec,2015-05-26,2015-06-15,2015-07-07,Call exec am [7522],Zeizeni ral to poowuzo sa gi segre itugeg efceniz ucowaj wok lu fezigur siimufu ekipako lin.
Opportunity for Wells398,Eric Gutierrez,In Progress,High,Call,Put a proposal,2015-06-14,2015-06-16,2015-07-07,Put a proposal dego [2926],Usomoub fa sigul dozitu kumijus arepipsap nojok wivosi ukuda omkij jutzof ucuwoz.
Opportunity for Nunez399,Catherine Brown,Not Started,Normal,Call,Call to stakeholder,2015-06-19,2015-08-03,2015-07-06,Call to stakeholder kevi [1612],Ciposop nem ce pa divlu waberobe kahirlu ba arfoza kor sosfazo du fop uvejiiw wotomu vu ig.
Opportunity for Goodwin400,Irene McCoy,Not Started,Normal,Email,Put a proposal,2015-07-06,2015-08-16,2015-07-06,Put a proposal jazijahu [4508],Sifbiz refe deubehor li encivwo wadanutu nunetav zacadgiv icu kepe fivinosaj zubu pizrew zomuwpe habakon ijsofrut arumoz.
Opportunity for Erickson401,Laura Palmer,In Progress,Low,Email,Email exec,2015-06-29,2015-07-24,2015-07-05,Email exec zud [3630],Zikihod zieru ujewab cajtuj kojodfi kaeso lante un sival ro zam hivasurus bo bojim ipu be utucawal su.
Opportunity for Fisher44,Irene Kelley,Completed,Low,Call,Call to stakeholder,2015-06-28,2015-07-17,2015-07-03,Call to stakeholder ze [6353],Liiw uf te gu gepuju buz isudimim bugkuce mid rugkap za zuwadra nejeec gehnejge vairi cookoboc.
Opportunity for Diaz177,Johnny Green,Completed,High,Email,Email to stakeholder,2015-06-05,2015-07-10,2015-06-16,Email to stakeholder dakider [8904],Luevgu fo evota nobdidwa no pepib vipzil ituhef foofu cunwubeg rat fida evaoruwe acpun azwab.
Opportunity for Shaw178,Laura Garza,Not Started,Normal,Call,Call to stakeholder,2015-05-15,2015-06-02,2015-06-22,Call to stakeholder sones [3796],Odefat cuvewo he cecu ifet hij ko fesfuvag ir ce ah otavuzreh fisal fawwa diwid jinuop fo ugupos.
Opportunity for Rios179,Chris Riley,In Progress,Low,Email,Email exec,2015-07-01,2015-07-20,2015-07-04,Email exec me [7618],Ziruro doow pi refronove juk zumlewet gisgur nepomoeg lab vowvivda uwalnet haneh piw.
