WhatId,OwnerId,CreatedDate,LastModifiedDate,ActivityDate,Subject,DurationInMinutes
Opportunity for West206,Kelly Frazier,2015-06-23,2015-06-26,2015-07-20,Meeting with stakeholders juc [4601],49
Opportunity for Horton207,Harold Campbell,2015-06-20,2015-06-20,2015-07-15,Demo with execs bizrihgo [6904],95
Opportunity for Gordon208,Irene Kelley,2015-07-03,2015-07-03,2015-08-06,Meeting with stakeholders sesag [8586],119
Opportunity for Huff45,Irene McCoy,2015-05-09,2015-05-11,2015-06-24,Demo with execs wif [9711],118
Opportunity for Copeland46,Laura Palmer,2015-05-24,2015-06-10,2015-07-10,Meeting with stakeholders wi [4049],75
Opportunity for Vega47,Johnny Green,2015-07-01,2015-07-01,2015-08-15,Meeting with stakeholders dukheuv [6598],71
Opportunity for Brock48,Bruce Kennedy,2015-05-16,2015-05-27,2015-06-30,Demo with execs ogfoku [7219],106
Opportunity for Johnston49,Irene McCoy,2015-06-12,2015-07-06,2015-07-26,Meeting with stakeholders nac [6584],63
Opportunity for Potter50,Eric Gutierrez,2015-06-05,2015-07-06,2015-06-20,Meeting with stakeholders uvuik [2152],110
Opportunity for Logan51,Evelyn Williamson,2015-05-09,2015-05-23,2015-05-28,Demo with execs nepafu [9319],57
Opportunity for Abbott52,John Williams,2015-05-29,2015-06-05,2015-06-30,Demo with execs sihanide [5038],88
Opportunity for Parker53,Evelyn Williamson,2015-05-30,2015-07-03,2015-07-18,Demo with execs cu [2027],29
Opportunity for Thornton54,Julie Chavez,2015-06-03,2015-07-03,2015-07-10,Meeting with stakeholders me [3872],74
Opportunity for Arnold55,Bruce Kennedy,2015-06-24,2015-06-24,2015-06-27,Meeting with stakeholders gi [8886],88
Opportunity for Webb56,Laura Garza,2015-06-25,2015-07-06,2015-08-10,Meeting with stakeholders ruf [1560],48
Opportunity for Jordan57,Dennis Howard,2015-05-31,2015-06-05,2015-07-18,Demo with execs legguvaku [1625],107
Opportunity for Moss58,Irene Kelley,2015-06-07,2015-06-29,2015-06-27,Demo with execs fotewone [8662],57
Opportunity for Bowen59,Laura Garza,2015-06-01,2015-06-19,2015-07-03,Demo with execs ohauca [4911],69
Opportunity for Cooper60,Laura Palmer,2015-06-17,2015-06-20,2015-06-20,Meeting with stakeholders uklo [1130],92
Opportunity for Murray61,Evelyn Williamson,2015-05-09,2015-07-03,2015-06-13,Demo with execs zolfokew [9884],44
Opportunity for Bennett62,Nicolas Weaver,2015-06-23,2015-07-02,2015-07-12,Demo with execs fe [5589],66
Opportunity for Ramos63,Nicolas Weaver,2015-06-15,2015-06-29,2015-08-01,Meeting with stakeholders id [2412],105
Opportunity for Sutton64,Evelyn Williamson,2015-06-17,2015-06-27,2015-06-28,Demo with execs tes [3487],105
Opportunity for McDaniel65,Doroth Gardner,2015-05-31,2015-06-16,2015-06-13,Meeting with stakeholders rezpo [4632],26
Opportunity for Parsons66,Bruce Kennedy,2015-06-20,2015-06-21,2015-06-25,Demo with execs vi [4679],104
Opportunity for Black67,Chris Riley,2015-06-15,2015-07-04,2015-08-01,Demo with execs seowebu [9219],35
Opportunity for Copeland68,John Williams,2015-06-07,2015-06-13,2015-06-21,Demo with execs raw [1241],115
Opportunity for Lowe69,Johnny Green,2015-06-28,2015-07-01,2015-08-15,Meeting with stakeholders ika [5559],104
Opportunity for Lane70,Eric Sanchez,2015-07-07,2015-07-07,2015-08-04,Meeting with stakeholders kijaskow [5441],56
Opportunity for Glover71,Evelyn Williamson,2015-06-26,2015-06-26,2015-07-11,Demo with execs puirifo [8638],90
Opportunity for Sullivan72,Evelyn Williamson,2015-07-05,2015-07-07,2015-07-16,Demo with execs eksi [1900],47
Opportunity for Schneider73,Irene Kelley,2015-06-30,2015-07-02,2015-08-16,Meeting with stakeholders zura [4013],113
Opportunity for Nichols74,Bruce Kennedy,2015-05-15,2015-06-10,2015-06-24,Meeting with stakeholders tirkuete [5990],87
Opportunity for Schwartz75,Doroth Gardner,2015-05-13,2015-05-21,2015-06-06,Demo with execs ri [8573],31
Opportunity for Delgado76,John Williams,2015-06-22,2015-07-07,2015-07-31,Meeting with stakeholders illej [9664],86
Opportunity for Ballard77,Harold Campbell,2015-06-11,2015-06-22,2015-06-24,Demo with execs tu [7281],65
Opportunity for Wallace78,Laura Garza,2015-05-20,2015-05-20,2015-06-16,Demo with execs hapgone [5774],101
Opportunity for Lawrence79,Julie Chavez,2015-07-01,2015-07-05,2015-08-19,Meeting with stakeholders ovugato [8404],43
Opportunity for Neal80,Laura Palmer,2015-06-03,2015-07-01,2015-07-03,Meeting with stakeholders gu [1141],58
Opportunity for Morales81,Eric Gutierrez,2015-06-19,2015-06-19,2015-07-10,Demo with execs vifocfas [5718],45
Opportunity for Willis82,Eric Gutierrez,2015-05-21,2015-06-04,2015-06-07,Meeting with stakeholders hujki [2155],79
Opportunity for Thompson83,John Williams,2015-07-02,2015-07-06,2015-07-12,Demo with execs aca [8162],88
Opportunity for Wolfe84,Eric Gutierrez,2015-05-17,2015-06-25,2015-06-02,Demo with execs hagsackar [7543],99
Opportunity for Underwood85,Irene Kelley,2015-07-07,2015-07-07,2015-08-02,Meeting with stakeholders tahug [8757],67
Opportunity for Saunders86,Laura Palmer,2015-06-11,2015-06-17,2015-07-21,Demo with execs sutuw [1871],67
Opportunity for Adams87,Julie Chavez,2015-06-03,2015-06-22,2015-07-16,Meeting with stakeholders bu [8069],37
Opportunity for Jackson88,Bruce Kennedy,2015-07-01,2015-07-01,2015-08-13,Demo with execs mo [4840],111
Opportunity for Peters89,Johnny Green,2015-06-23,2015-07-07,2015-08-06,Demo with execs kos [8027],118
Opportunity for Rowe90,Bruce Kennedy,2015-05-27,2015-06-30,2015-06-25,Meeting with stakeholders uw [3996],69
Opportunity for Sanders91,Irene Kelley,2015-06-17,2015-06-20,2015-07-23,Meeting with stakeholders jijlucap [1153],44
Opportunity for Weber92,Nicolas Weaver,2015-06-18,2015-06-25,2015-07-29,Demo with execs hasgiwpa [9869],59
Opportunity for Morgan93,Evelyn Williamson,2015-06-20,2015-06-24,2015-07-31,Meeting with stakeholders veodo [7726],92
Opportunity for Becker94,Chris Riley,2015-06-30,2015-07-01,2015-08-10,Demo with execs ughece [2342],105
Opportunity for Gray95,Evelyn Williamson,2015-05-22,2015-06-07,2015-07-11,Demo with execs ahu [7008],96
Opportunity for Cohen96,John Williams,2015-06-29,2015-07-01,2015-08-10,Meeting with stakeholders abeb [1934],34
Opportunity for Dixon97,Irene Kelley,2015-06-19,2015-06-27,2015-07-09,Demo with execs mu [4944],52
Opportunity for Rowe98,Irene Kelley,2015-06-13,2015-06-22,2015-06-15,Demo with execs poshooze [3927],44
Opportunity for McCarthy99,Catherine Brown,2015-05-28,2015-06-05,2015-06-11,Demo with execs miv [7548],95
Opportunity for Woods100,Nicolas Weaver,2015-06-15,2015-07-05,2015-07-22,Demo with execs vuludluj [8602],68
Opportunity for Graham101,Nicolas Weaver,2015-05-24,2015-07-01,2015-06-15,Demo with execs usiin [2266],34
Opportunity for Hughes209,Irene McCoy,2015-06-30,2015-07-03,2015-07-09,Meeting with stakeholders moduv [1368],32
Opportunity for Aguilar210,Harold Campbell,2015-05-21,2015-06-02,2015-06-03,Meeting with stakeholders bimlocbo [1858],33
Opportunity for Simpson211,Evelyn Williamson,2015-05-12,2015-05-27,2015-06-17,Meeting with stakeholders arigtik [2982],38
Opportunity for Lopez212,Chris Riley,2015-06-23,2015-06-25,2015-06-27,Demo with execs kawdalto [6403],73
Opportunity for Guzman213,Evelyn Williamson,2015-06-09,2015-07-04,2015-06-13,Meeting with stakeholders latpedal [4931],115
Opportunity for Stevens214,Eric Sanchez,2015-05-23,2015-07-01,2015-06-13,Demo with execs letik [8170],113
Opportunity for McBride215,Julie Chavez,2015-05-21,2015-05-24,2015-07-06,Demo with execs catesot [2930],21
Opportunity for Cain216,Dennis Howard,2015-05-11,2015-05-12,2015-06-15,Meeting with stakeholders ov [4032],111
Opportunity for Johnson217,Julie Chavez,2015-06-28,2015-06-28,2015-07-29,Meeting with stakeholders zevera [9848],97
Opportunity for Santos218,John Williams,2015-06-07,2015-06-24,2015-06-14,Meeting with stakeholders teef [3578],41
Opportunity for Hines219,Laura Palmer,2015-07-03,2015-07-04,2015-08-21,Demo with execs lutcol [4940],113
Opportunity for Cook220,John Williams,2015-06-25,2015-06-29,2015-08-08,Meeting with stakeholders vu [5420],78
Opportunity for Becker221,Laura Palmer,2015-06-08,2015-06-20,2015-06-26,Meeting with stakeholders cowseteh [3699],119
Opportunity for Russell222,Johnny Green,2015-06-06,2015-07-06,2015-07-13,Demo with execs torejlu [9021],54
Opportunity for Harmon223,Chris Riley,2015-06-19,2015-06-28,2015-07-28,Meeting with stakeholders dezu [1797],69
Opportunity for Marshall224,Nicolas Weaver,2015-06-16,2015-07-07,2015-07-10,Meeting with stakeholders ze [6854],68
Opportunity for Cruz225,Eric Sanchez,2015-05-27,2015-07-05,2015-06-17,Demo with execs li [8881],74
Opportunity for Copeland226,Kelly Frazier,2015-06-20,2015-06-25,2015-07-24,Meeting with stakeholders nerto [2282],104
Opportunity for McCoy227,Harold Campbell,2015-05-29,2015-06-10,2015-06-20,Demo with execs pa [2537],93
Opportunity for Hines228,Kelly Frazier,2015-07-03,2015-07-04,2015-07-07,Demo with execs red [9649],15
Opportunity for Padilla229,Bruce Kennedy,2015-06-03,2015-06-20,2015-06-17,Meeting with stakeholders ebe [1304],34
Opportunity for Kim230,Chris Riley,2015-06-12,2015-07-05,2015-07-09,Demo with execs afzicom [3934],108
Opportunity for Lee231,Nicolas Weaver,2015-05-16,2015-07-01,2015-06-20,Demo with execs jofi [4616],28
Opportunity for Smith232,Eric Sanchez,2015-05-25,2015-06-03,2015-06-09,Meeting with stakeholders kambufuf [5118],44
Opportunity for Byrd307,Doroth Gardner,2015-05-18,2015-06-24,2015-06-22,Demo with execs pomednis [5520],18
Opportunity for Burns308,Jessica Nichols,2015-06-28,2015-07-04,2015-08-12,Demo with execs ot [5524],19
Opportunity for Smith309,Julie Chavez,2015-06-28,2015-07-03,2015-08-13,Demo with execs deacso [7685],56
Opportunity for Pope310,Bruce Kennedy,2015-06-04,2015-06-18,2015-06-16,Demo with execs eto [7082],99
Opportunity for Clarke311,Irene Kelley,2015-07-05,2015-07-07,2015-08-12,Demo with execs ler [7453],57
Opportunity for Martin312,Laura Garza,2015-06-26,2015-06-29,2015-08-08,Meeting with stakeholders woz [7898],74
Opportunity for Tyler313,Evelyn Williamson,2015-06-05,2015-06-20,2015-07-10,Demo with execs hevja [5422],18
Opportunity for Walsh314,Irene McCoy,2015-06-04,2015-07-05,2015-07-24,Meeting with stakeholders do [8715],51
Opportunity for Sanders315,Doroth Gardner,2015-05-26,2015-06-12,2015-07-15,Demo with execs rot [7243],71
Opportunity for Tyler316,Dennis Howard,2015-05-28,2015-07-03,2015-07-10,Demo with execs nesav [9269],107
Opportunity for Porter317,Jessica Nichols,2015-05-24,2015-06-25,2015-05-25,Demo with execs lekigza [2615],26
Opportunity for Brown318,Julie Chavez,2015-05-27,2015-06-28,2015-07-09,Meeting with stakeholders lavtiun [6362],84
Opportunity for Reid319,Nicolas Weaver,2015-06-01,2015-06-09,2015-06-12,Meeting with stakeholders am [4582],94
Opportunity for McGee320,Catherine Brown,2015-07-02,2015-07-03,2015-07-10,Meeting with stakeholders kuvme [8471],74
Opportunity for Olson321,Harold Campbell,2015-05-15,2015-05-29,2015-05-19,Meeting with stakeholders padol [1149],60
Opportunity for Holland322,Kelly Frazier,2015-06-09,2015-07-02,2015-07-14,Meeting with stakeholders ak [8176],37
Opportunity for Hanson323,John Williams,2015-06-12,2015-06-25,2015-07-11,Meeting with stakeholders jo [7169],91
Opportunity for Martin324,Catherine Brown,2015-05-13,2015-06-30,2015-05-24,Meeting with stakeholders objig [6464],58
Opportunity for Castillo325,Irene McCoy,2015-06-05,2015-06-23,2015-06-27,Demo with execs elitu [6678],51
Opportunity for Gardner326,Harold Campbell,2015-06-24,2015-07-05,2015-07-03,Demo with execs izofoca [6795],59
Opportunity for Singleton102,Harold Campbell,2015-06-08,2015-06-18,2015-07-14,Meeting with stakeholders dapu [3653],91
Opportunity for Klein103,Laura Palmer,2015-06-08,2015-06-23,2015-07-18,Demo with execs teso [3200],79
Opportunity for Wilson104,Catherine Brown,2015-05-13,2015-06-23,2015-05-19,Meeting with stakeholders ifwiwa [2753],80
Opportunity for Swanson105,John Williams,2015-05-20,2015-07-02,2015-06-11,Meeting with stakeholders wikhi [2682],106
Opportunity for Blake106,Nicolas Weaver,2015-07-01,2015-07-06,2015-08-12,Demo with execs furzadu [5213],56
Opportunity for Ruiz107,Irene McCoy,2015-07-04,2015-07-07,2015-08-21,Meeting with stakeholders donlo [4258],34
Opportunity for Ramirez108,Laura Garza,2015-06-11,2015-06-14,2015-06-17,Demo with execs gemhoszuc [9839],44
Opportunity for Newton109,Jessica Nichols,2015-07-05,2015-07-07,2015-07-21,Meeting with stakeholders poneta [8333],117
Opportunity for Jones110,Nicolas Weaver,2015-05-26,2015-06-15,2015-07-13,Demo with execs misemap [4582],44
Opportunity for Adkins111,Laura Garza,2015-05-21,2015-06-04,2015-06-24,Meeting with stakeholders jimonek [5499],75
Opportunity for Leonard112,Kelly Frazier,2015-05-20,2015-07-07,2015-06-19,Demo with execs tigijnu [4127],15
Opportunity for Lynch113,Laura Garza,2015-06-08,2015-07-01,2015-07-15,Demo with execs fazco [3225],28
Opportunity for Butler114,Jessica Nichols,2015-05-18,2015-06-25,2015-05-19,Meeting with stakeholders zecac [7123],22
Opportunity for Evans115,Evelyn Williamson,2015-06-17,2015-06-20,2015-07-16,Meeting with stakeholders dinmi [6045],101
Opportunity for McBride116,Bruce Kennedy,2015-05-25,2015-06-09,2015-06-18,Demo with execs iteawi [1907],105
Opportunity for Adkins117,Eric Gutierrez,2015-06-18,2015-06-21,2015-06-23,Demo with execs icuwu [8533],81
Opportunity for Medina118,Kelly Frazier,2015-05-28,2015-06-17,2015-07-07,Meeting with stakeholders nidbuce [2341],120
Opportunity for Peterson119,Bruce Kennedy,2015-06-18,2015-07-04,2015-06-21,Demo with execs koc [9007],62
Opportunity for Tran120,Irene Kelley,2015-06-05,2015-06-28,2015-07-13,Demo with execs diploka [5916],19
Opportunity for Scott121,Julie Chavez,2015-05-19,2015-05-25,2015-06-01,Meeting with stakeholders pohap [8996],104
Opportunity for Pope122,Laura Palmer,2015-05-29,2015-06-03,2015-06-22,Meeting with stakeholders ofgiz [7856],51
Opportunity for Mills123,Laura Palmer,2015-06-09,2015-06-09,2015-06-27,Meeting with stakeholders zunor [2779],23
Opportunity for Abbott124,Irene Kelley,2015-05-30,2015-06-13,2015-07-04,Demo with execs upezupod [9909],59
Opportunity for Webster125,Doroth Gardner,2015-05-20,2015-05-28,2015-05-31,Meeting with stakeholders bi [2378],100
Opportunity for Doyle126,Nicolas Weaver,2015-05-18,2015-07-01,2015-05-31,Demo with execs ticok [5498],79
Opportunity for Carroll233,Jessica Nichols,2015-06-01,2015-06-29,2015-06-16,Meeting with stakeholders pihgunku [7607],73
Opportunity for Murphy234,Eric Gutierrez,2015-05-13,2015-06-12,2015-06-06,Demo with execs vidalha [8159],99
Opportunity for Butler235,Catherine Brown,2015-06-20,2015-07-02,2015-06-30,Demo with execs cat [8793],55
Opportunity for Saunders236,Evelyn Williamson,2015-06-25,2015-06-27,2015-07-02,Meeting with stakeholders uto [3087],22
Opportunity for Rodgers237,Eric Sanchez,2015-07-04,2015-07-05,2015-08-23,Demo with execs doit [5965],83
Opportunity for Willis238,Jessica Nichols,2015-06-26,2015-07-03,2015-07-13,Meeting with stakeholders pa [6532],20
Opportunity for Fox239,Jessica Nichols,2015-05-22,2015-06-11,2015-06-14,Meeting with stakeholders mossige [5920],100
Opportunity for Mills240,Catherine Brown,2015-05-16,2015-06-21,2015-06-21,Demo with execs esnuice [9443],51
Opportunity for Richardson241,Harold Campbell,2015-07-03,2015-07-05,2015-07-20,Demo with execs fazsegoh [6764],78
Opportunity for Peters242,Eric Sanchez,2015-06-02,2015-06-14,2015-06-20,Demo with execs ih [1538],105
Opportunity for Oliver243,Irene Kelley,2015-07-02,2015-07-05,2015-07-21,Demo with execs agicuwo [7602],117
Opportunity for Francis244,Laura Palmer,2015-05-17,2015-06-20,2015-05-21,Meeting with stakeholders seib [8847],56
Opportunity for Sullivan245,Doroth Gardner,2015-06-03,2015-06-04,2015-07-15,Demo with execs amgu [9736],59
Opportunity for Hamilton246,Nicolas Weaver,2015-05-22,2015-07-03,2015-06-27,Meeting with stakeholders mal [5710],23
Opportunity for Padilla247,Eric Sanchez,2015-05-23,2015-06-04,2015-06-06,Meeting with stakeholders tiza [4552],107
Opportunity for Pierce248,Dennis Howard,2015-05-29,2015-06-26,2015-06-01,Meeting with stakeholders dubmevgu [3416],95
Opportunity for Park249,Bruce Kennedy,2015-06-14,2015-07-07,2015-07-19,Meeting with stakeholders lukkunam [8318],106
Opportunity for Day250,Nicolas Weaver,2015-05-30,2015-06-09,2015-07-11,Demo with execs donrev [2933],21
Opportunity for Allison251,Laura Garza,2015-07-02,2015-07-03,2015-08-06,Demo with execs sembawug [4401],51
Opportunity for Barnett252,Kelly Frazier,2015-05-17,2015-06-25,2015-06-13,Demo with execs zovenac [1688],59
Opportunity for Bowen253,Evelyn Williamson,2015-05-26,2015-06-06,2015-06-03,Demo with execs cibokol [6060],98
Opportunity for Hicks254,Doroth Gardner,2015-05-14,2015-06-12,2015-06-21,Meeting with stakeholders gidno [6423],116
Opportunity for Ford255,Eric Sanchez,2015-05-12,2015-06-20,2015-06-16,Demo with execs uvu [2116],72
Opportunity for Cooper256,Johnny Green,2015-07-02,2015-07-07,2015-07-12,Meeting with stakeholders iwken [9573],37
Opportunity for Gomez257,Kelly Frazier,2015-05-21,2015-05-30,2015-05-30,Demo with execs zo [8489],72
Opportunity for Day327,Bruce Kennedy,2015-06-29,2015-07-07,2015-08-17,Meeting with stakeholders lanansab [1591],32
Opportunity for Knight328,Irene McCoy,2015-06-16,2015-06-28,2015-07-17,Meeting with stakeholders vijiffo [1152],51
Opportunity for Campbell329,Evelyn Williamson,2015-05-29,2015-06-20,2015-07-18,Demo with execs ce [1213],83
Opportunity for Reynolds330,Irene McCoy,2015-06-07,2015-06-24,2015-07-10,Demo with execs nipojtah [3194],21
Opportunity for Poole331,Dennis Howard,2015-06-07,2015-06-28,2015-06-21,Demo with execs nawogul [6365],65
Opportunity for Fletcher332,Laura Palmer,2015-06-29,2015-07-04,2015-07-11,Meeting with stakeholders emuja [8527],73
Opportunity for Greer333,Dennis Howard,2015-05-22,2015-05-22,2015-07-09,Demo with execs mivarnu [6082],24
Opportunity for Hopkins334,Julie Chavez,2015-06-08,2015-06-13,2015-07-26,Meeting with stakeholders gawwebmez [8227],89
Opportunity for Doyle335,Eric Gutierrez,2015-05-30,2015-06-30,2015-07-04,Demo with execs uchifmal [9713],65
Opportunity for Shaw336,Johnny Green,2015-06-10,2015-06-13,2015-07-01,Demo with execs celabrud [6991],75
Opportunity for Roy337,Irene Kelley,2015-06-22,2015-06-30,2015-06-27,Demo with execs uv [3449],45
Opportunity for Haynes338,Jessica Nichols,2015-05-31,2015-06-23,2015-07-10,Meeting with stakeholders zutmiwew [1368],96
Opportunity for Hoffman339,John Williams,2015-06-18,2015-06-26,2015-07-30,Meeting with stakeholders noksitu [7167],49
Opportunity for Chapman340,Catherine Brown,2015-05-22,2015-06-21,2015-06-26,Meeting with stakeholders adi [3628],86
Opportunity for Lee341,Laura Palmer,2015-05-20,2015-07-01,2015-06-25,Meeting with stakeholders tus [8785],51
Opportunity for Brooks342,Eric Sanchez,2015-05-13,2015-07-04,2015-06-20,Demo with execs uwvi [9950],36
Opportunity for Neal343,Doroth Gardner,2015-05-16,2015-05-21,2015-06-24,Demo with execs tepor [8237],43
