Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Payne750 Inc,1971600,2014-04-14,Partner,Opportunity for Cooper397,Dennis Howard,Closed Won,New Business / Add-on,2014-01-05,Closed,AE
Ross364 Inc,237634,2013-10-09,Employee Referral,Opportunity for Wells398,Laura Palmer,Closed Won,New Business,2013-09-24,Closed,Marketing
Thornton799 Inc,844100,2015-09-10,Advertisement,Opportunity for Nunez399,Irene McCoy,Prospecting,New Business / Add-on,2015-05-24,Pipeline,Marketing
Todd690 Inc,175770,2015-02-02,Partner,Opportunity for Goodwin400,Doroth Gardner,Closed Won,New Business / Add-on,2014-12-12,Closed,BDR
Chambers869 Inc,3319600,2013-03-13,Employee Referral,Opportunity for Erickson401,Eric Gutierrez,Closed Lost,New Business / Add-on,2012-11-30,Omitted,BDR
Flowers822 Inc,2491535,2012-05-15,Partner,Opportunity for Fisher44,Bruce Kennedy,Closed Won,New Business,2012-01-04,Closed,BDR
Webster118 Inc,130515,2014-12-07,Trade Show,Opportunity for Diaz177,Laura Garza,Closed Won,New Business,2014-11-27,Closed,Marketing
Newman145 Inc,283440,2015-04-30,Word of mouth,Opportunity for Shaw178,Doroth Gardner,Closed Lost,New Business,2015-03-16,Omitted,Marketing
McKenzie887 Inc,212015,2012-08-01,Employee Referral,Opportunity for Rios179,Dennis Howard,Closed Won,Existing Business,2012-07-21,Closed,Marketing
Lopez218 Inc,1725150,2014-04-04,Word of mouth,Opportunity for Hopkins180,Harold Campbell,Closed Won,New Business,2013-10-14,Closed,Marketing
Bennett356 Inc,690200,2012-07-06,Public Relations,Opportunity for Stanley181,Dennis Howard,Closed Won,Existing Business,2012-04-09,Closed,Marketing
Brock75 Inc,1750200,2015-07-10,Word of mouth,Opportunity for Lambert182,Kelly Frazier,Value Proposition,New Business / Add-on,2014-11-19,Pipeline,Marketing
Christensen892 Inc,2598300,2015-10-27,Word of mouth,Opportunity for Blair183,Julie Chavez,Needs Analysis,New Business,2015-06-20,Pipeline,BDR
Jensen194 Inc,310500,2012-05-12,Web,Opportunity for Hansen184,Evelyn Williamson,Closed Won,New Business,2012-01-05,Closed,Marketing
Collins522 Inc,3576985,2013-03-05,Web,Opportunity for Patton185,Nicolas Weaver,Closed Won,Existing Business,2012-11-22,Closed,AE
Thomas631 Inc,2340210,2015-10-13,Advertisement,Opportunity for Barber186,Irene McCoy,Qualification,New Business,2015-06-15,Pipeline,BDR
Norton781 Inc,171630,2013-12-13,Trade Show,Opportunity for Walton187,John Williams,Closed Won,New Business,2013-04-19,Closed,Marketing
Roy360 Inc,273160,2013-02-11,Trade Show,Opportunity for Reynolds188,John Williams,Closed Lost,New Business / Add-on,2012-10-20,Omitted,Alliances
Crawford184 Inc,1755885,2014-11-19,Word of mouth,Opportunity for Owens189,Catherine Brown,Closed Lost,New Business,2014-06-09,Omitted,Marketing
Grant712 Inc,1063560,2013-08-12,Web,Opportunity for Grant190,Irene McCoy,Closed Won,New Business / Add-on,2013-02-13,Closed,Marketing
McCarthy162 Inc,752850,2014-10-11,Advertisement,Opportunity for Reid191,Catherine Brown,Closed Lost,Existing Business,2014-09-18,Omitted,Alliances
Hardy12 Inc,1833700,2014-09-03,Word of mouth,Opportunity for Ellis192,John Williams,Closed Lost,Existing Business,2014-03-21,Omitted,AE
Moody613 Inc,888500,2014-10-19,Word of mouth,Opportunity for Rogers193,Johnny Green,Closed Won,New Business / Add-on,2014-09-08,Closed,Marketing
Morgan782 Inc,1562400,2013-10-26,Partner,Opportunity for Peters194,Laura Palmer,Closed Won,New Business,2013-05-26,Closed,Alliances
Nguyen156 Inc,1262195,2013-01-01,Partner,Opportunity for Schultz195,Eric Gutierrez,Closed Won,New Business / Add-on,2012-10-03,Closed,Marketing
Marsh614 Inc,164700,2015-12-22,Trade Show,Opportunity for Frazier196,Catherine Brown,Perception Analysis,New Business / Add-on,2015-06-28,BestCase,Marketing
Butler249 Inc,1264220,2013-03-01,Employee Referral,Opportunity for Sullivan197,Chris Riley,Closed Won,New Business / Add-on,2013-02-05,Closed,Marketing
Torres548 Inc,49040,2014-11-20,Trade Show,Opportunity for Douglas198,Irene Kelley,Closed Won,New Business / Add-on,2014-04-30,Closed,Alliances
Fleming816 Inc,498800,2012-10-19,Trade Show,Opportunity for Fletcher199,Harold Campbell,Closed Won,New Business / Add-on,2012-09-20,Closed,AE
Norton877 Inc,482815,2012-04-18,Employee Referral,Opportunity for Terry200,Irene McCoy,Closed Won,New Business,2011-10-20,Closed,AE
Patrick258 Inc,89520,2014-07-25,Trade Show,Opportunity for Hubbard201,Johnny Green,Closed Won,New Business / Add-on,2014-06-22,Closed,BDR
Morales41 Inc,616250,2013-09-10,Trade Show,Opportunity for Francis202,Eric Sanchez,Closed Lost,New Business,2013-06-06,Omitted,BDR
Thompson622 Inc,22520,2014-08-13,Public Relations,Opportunity for Phelps203,Doroth Gardner,Closed Won,New Business,2014-01-23,Closed,AE
Park905 Inc,3156040,2012-07-19,Word of mouth,Opportunity for Cain204,Eric Gutierrez,Closed Lost,New Business / Add-on,2011-12-25,Omitted,Marketing
Bryan926 Inc,53325,2015-11-18,Word of mouth,Opportunity for Phelps205,Catherine Brown,Needs Analysis,Existing Business,2015-04-08,Pipeline,BDR
Goodman883 Inc,829210,2012-07-02,Trade Show,Opportunity for Davidson402,Catherine Brown,Closed Won,New Business / Add-on,2011-11-21,Closed,BDR
Ross388 Inc,76245,2014-06-25,Trade Show,Opportunity for Douglas403,Catherine Brown,Closed Won,New Business,2014-03-15,Closed,AE
Dawson277 Inc,537880,2014-08-22,Employee Referral,Opportunity for White404,Evelyn Williamson,Closed Won,New Business / Add-on,2014-01-27,Closed,AE
Riley867 Inc,8730,2012-09-02,Advertisement,Opportunity for Mendez405,Laura Palmer,Closed Lost,Existing Business,2012-04-12,Omitted,Marketing
Crawford536 Inc,356880,2015-07-20,Word of mouth,Opportunity for Morton406,Catherine Brown,Qualification,New Business / Add-on,2015-01-02,Pipeline,Alliances
Ross388 Inc,10500,2014-02-27,Public Relations,Opportunity for Hogan407,Irene Kelley,Closed Won,New Business / Add-on,2013-10-15,Closed,BDR
Adams335 Inc,1456240,2013-06-10,Web,Opportunity for Cooper408,John Williams,Closed Lost,New Business / Add-on,2013-03-22,Omitted,Marketing
Vasquez483 Inc,1073550,2012-04-27,Advertisement,Opportunity for Chambers409,John Williams,Closed Won,New Business / Add-on,2012-01-09,Closed,AE
Herrera868 Inc,2155875,2014-11-11,Partner,Opportunity for Porter410,Irene McCoy,Closed Won,Existing Business,2014-05-23,Closed,AE
Freeman571 Inc,488500,2012-07-23,Trade Show,Opportunity for French411,Kelly Frazier,Closed Won,Existing Business,2012-05-20,Closed,BDR
Roberson8 Inc,3626550,2014-06-18,Web,Opportunity for McKenzie412,Laura Garza,Closed Lost,New Business / Add-on,2014-03-04,Omitted,Alliances
Snyder527 Inc,148440,2014-09-16,Partner,Opportunity for Clark413,Bruce Kennedy,Closed Lost,New Business,2014-01-29,Omitted,AE
Arnold813 Inc,206587,2014-04-16,Employee Referral,Opportunity for Abbott414,Julie Chavez,Closed Won,New Business,2013-10-22,Closed,AE
Arnold813 Inc,977500,2012-06-14,Public Relations,Opportunity for Wilkins415,Irene Kelley,Closed Won,New Business / Add-on,2012-03-26,Closed,Marketing
Chavez603 Inc,942000,2012-05-01,Employee Referral,Opportunity for Jefferson416,Laura Palmer,Closed Won,New Business,2011-12-19,Closed,AE
Rodriguez768 Inc,11610,2012-08-01,Advertisement,Opportunity for Farmer417,Laura Garza,Closed Lost,New Business / Add-on,2012-07-22,Omitted,AE
Medina497 Inc,113760,2012-04-19,Employee Referral,Opportunity for Cain418,Irene Kelley,Closed Won,New Business,2011-11-13,Closed,BDR
Moran300 Inc,2103270,2014-12-14,Trade Show,Opportunity for West206,Catherine Brown,Closed Lost,New Business,2014-07-16,Omitted,AE
Long31 Inc,2166890,2015-03-21,Partner,Opportunity for Horton207,Laura Garza,Closed Won,New Business,2014-10-14,Closed,AE
Garza707 Inc,6550,2013-03-04,Partner,Opportunity for Gordon208,Irene McCoy,Closed Won,New Business,2012-07-19,Closed,AE
Arnold813 Inc,1301060,2014-06-30,Partner,Opportunity for Huff45,Catherine Brown,Closed Lost,New Business,2014-02-07,Omitted,Marketing
Greene248 Inc,265120,2013-01-06,Word of mouth,Opportunity for Copeland46,Laura Garza,Closed Won,New Business,2012-09-25,Closed,BDR
Romero457 Inc,1486500,2014-03-06,Employee Referral,Opportunity for Vega47,Catherine Brown,Closed Won,New Business / Add-on,2013-08-13,Closed,AE
Graves925 Inc,327600,2012-11-01,Employee Referral,Opportunity for Brock48,Eric Sanchez,Closed Won,New Business,2012-09-03,Closed,Marketing
Nichols662 Inc,316040,2015-05-08,Word of mouth,Opportunity for Johnston49,Johnny Green,Closed Won,Existing Business,2015-03-21,Closed,Alliances
Porter466 Inc,333830,2015-03-06,Word of mouth,Opportunity for Potter50,Laura Palmer,Closed Won,New Business,2014-10-06,Closed,Alliances
Keller1 Inc,2093000,2014-08-10,Trade Show,Opportunity for Logan51,Bruce Kennedy,Closed Won,New Business / Add-on,2014-05-01,Closed,BDR
Ruiz102 Inc,2735475,2014-02-21,Partner,Opportunity for Abbott52,Nicolas Weaver,Closed Won,New Business / Add-on,2013-12-09,Closed,Alliances
Pittman113 Inc,48200,2014-10-05,Employee Referral,Opportunity for Parker53,Kelly Frazier,Closed Won,New Business,2014-02-28,Closed,BDR
Shaw343 Inc,1252900,2014-02-20,Web,Opportunity for Thornton54,Evelyn Williamson,Closed Won,New Business,2013-11-23,Closed,AE
Cortez324 Inc,1339100,2012-03-05,Partner,Opportunity for Arnold55,Julie Chavez,Closed Won,New Business,2011-12-01,Closed,Marketing
Yates593 Inc,2281000,2013-10-29,Web,Opportunity for Webb56,Kelly Frazier,Closed Won,Existing Business,2013-10-16,Closed,AE
Mann440 Inc,1455310,2015-05-24,Word of mouth,Opportunity for Jordan57,Laura Palmer,Closed Won,New Business / Add-on,2014-11-17,Closed,BDR
McGuire151 Inc,2623525,2014-12-29,Public Relations,Opportunity for Moss58,Laura Garza,Closed Lost,New Business / Add-on,2014-08-16,Omitted,AE
Cannon212 Inc,278337,2015-08-29,Employee Referral,Opportunity for Bowen59,Kelly Frazier,Perception Analysis,Existing Business,2015-05-09,BestCase,Marketing
Cross242 Inc,2235610,2014-06-08,Employee Referral,Opportunity for Cooper60,Nicolas Weaver,Closed Lost,New Business / Add-on,2014-05-27,Omitted,Marketing
Ellis805 Inc,501705,2014-03-07,Employee Referral,Opportunity for Murray61,Doroth Gardner,Closed Won,Existing Business,2013-11-22,Closed,AE
Kim800 Inc,208375,2015-09-13,Trade Show,Opportunity for Bennett62,Kelly Frazier,Value Proposition,New Business / Add-on,2015-03-30,Pipeline,Alliances
Brewer934 Inc,1163925,2012-02-22,Advertisement,Opportunity for Ramos63,Harold Campbell,Closed Lost,New Business / Add-on,2011-11-01,Omitted,Marketing
Romero826 Inc,2349200,2013-05-12,Employee Referral,Opportunity for Sutton64,Eric Sanchez,Closed Won,New Business,2012-11-27,Closed,Marketing
Nguyen793 Inc,306000,2014-04-29,Partner,Opportunity for McDaniel65,John Williams,Closed Won,Existing Business,2013-12-02,Closed,Marketing
Patterson849 Inc,2193310,2012-07-28,Advertisement,Opportunity for Parsons66,Eric Gutierrez,Closed Lost,New Business / Add-on,2012-04-08,Omitted,AE
Black598 Inc,1683760,2014-05-02,Web,Opportunity for Black67,Laura Garza,Closed Won,New Business,2013-10-02,Closed,Marketing
Conner538 Inc,1851300,2014-04-17,Word of mouth,Opportunity for Copeland68,Evelyn Williamson,Closed Lost,New Business,2014-02-16,Omitted,BDR
Ellis805 Inc,476918,2015-01-29,Employee Referral,Opportunity for Lowe69,Irene Kelley,Closed Won,New Business,2014-08-19,Closed,Marketing
Luna365 Inc,67680,2014-06-07,Web,Opportunity for Lane70,Nicolas Weaver,Closed Won,New Business,2014-02-24,Closed,BDR
Wise175 Inc,749650,2013-08-03,Word of mouth,Opportunity for Glover71,Johnny Green,Closed Lost,New Business,2013-02-07,Omitted,Marketing
Norman484 Inc,165510,2013-10-18,Employee Referral,Opportunity for Sullivan72,Laura Garza,Closed Lost,New Business / Add-on,2013-09-27,Omitted,AE
Johnson960 Inc,322450,2013-11-11,Word of mouth,Opportunity for Schneider73,Catherine Brown,Closed Won,New Business / Add-on,2013-08-18,Closed,AE
Parsons980 Inc,3481300,2013-10-15,Employee Referral,Opportunity for Nichols74,Harold Campbell,Closed Lost,Existing Business,2013-02-24,Omitted,Marketing
Myers320 Inc,499450,2015-08-08,Word of mouth,Opportunity for Schwartz75,Catherine Brown,Qualification,New Business / Add-on,2015-07-01,Pipeline,AE
Goodman883 Inc,1778100,2012-06-28,Word of mouth,Opportunity for Delgado76,Irene Kelley,Closed Won,New Business / Add-on,2011-11-21,Closed,Marketing
Berry740 Inc,700500,2013-12-25,Web,Opportunity for Ballard77,Dennis Howard,Closed Won,Existing Business,2013-11-03,Closed,AE
Morales41 Inc,582800,2012-11-11,Employee Referral,Opportunity for Wallace78,Doroth Gardner,Closed Won,New Business / Add-on,2012-09-01,Closed,BDR
Robinson912 Inc,88984,2013-04-01,Public Relations,Opportunity for Lawrence79,Johnny Green,Closed Lost,New Business,2013-01-03,Omitted,Marketing
Wade312 Inc,577260,2013-05-08,Employee Referral,Opportunity for Neal80,Bruce Kennedy,Closed Lost,New Business,2013-03-22,Omitted,Marketing
Bradley791 Inc,1630580,2015-03-12,Employee Referral,Opportunity for Morales81,Catherine Brown,Closed Lost,New Business,2014-11-15,Omitted,Alliances
Maldonado464 Inc,308240,2014-11-13,Trade Show,Opportunity for Willis82,Irene McCoy,Closed Lost,New Business,2014-04-09,Omitted,AE
Goodman21 Inc,51920,2014-10-23,Web,Opportunity for Thompson83,Harold Campbell,Closed Lost,New Business / Add-on,2014-07-25,Omitted,BDR
Phillips722 Inc,284400,2012-11-04,Seminar - Internal,Opportunity for Wolfe84,Evelyn Williamson,Closed Won,New Business / Add-on,2012-09-27,Closed,AE
Pittman556 Inc,933000,2013-04-16,Advertisement,Opportunity for Underwood85,Eric Gutierrez,Closed Lost,New Business / Add-on,2012-10-25,Omitted,AE
Castillo620 Inc,87409,2015-05-03,Public Relations,Opportunity for Saunders86,Eric Gutierrez,Closed Won,New Business / Add-on,2015-03-27,Closed,AE
Floyd832 Inc,1093390,2015-10-07,Partner,Opportunity for Adams87,Chris Riley,Value Proposition,New Business / Add-on,2015-03-17,Pipeline,AE
Gomez871 Inc,376543,2014-04-12,Seminar - Internal,Opportunity for Jackson88,Chris Riley,Closed Won,New Business / Add-on,2013-12-05,Closed,AE
Bush454 Inc,492390,2014-07-25,Word of mouth,Opportunity for Peters89,Chris Riley,Closed Won,New Business,2014-03-05,Closed,Alliances
Hicks660 Inc,4459560,2013-11-24,Partner,Opportunity for Rowe90,Catherine Brown,Closed Lost,New Business,2013-06-07,Omitted,BDR
Reyes155 Inc,1219410,2013-06-29,Employee Referral,Opportunity for Sanders91,Nicolas Weaver,Closed Won,Existing Business,2013-05-17,Closed,Marketing
Holmes7 Inc,273950,2013-08-25,Employee Referral,Opportunity for Weber92,Dennis Howard,Closed Won,New Business,2013-01-24,Closed,AE
Holloway944 Inc,1626280,2014-09-13,Advertisement,Opportunity for Morgan93,Harold Campbell,Closed Won,New Business,2014-07-15,Closed,BDR
Diaz190 Inc,493255,2014-07-05,Public Relations,Opportunity for Becker94,Doroth Gardner,Closed Lost,New Business,2013-12-28,Omitted,AE
Nash380 Inc,3566970,2013-01-06,Web,Opportunity for Gray95,Eric Gutierrez,Closed Won,Existing Business,2012-07-07,Closed,Marketing
McGuire984 Inc,658240,2013-05-19,Advertisement,Opportunity for Cohen96,Bruce Kennedy,Closed Lost,New Business,2013-03-12,Omitted,AE
Romero457 Inc,115640,2013-07-17,Trade Show,Opportunity for Dixon97,Irene Kelley,Closed Won,Existing Business,2013-04-05,Closed,AE
Nguyen243 Inc,522000,2014-04-07,Employee Referral,Opportunity for Rowe98,Julie Chavez,Closed Won,New Business / Add-on,2014-01-30,Closed,BDR
Martin949 Inc,174525,2013-09-26,Web,Opportunity for McCarthy99,Evelyn Williamson,Closed Won,New Business / Add-on,2013-04-12,Closed,Alliances
Alexander704 Inc,2025000,2013-11-16,Advertisement,Opportunity for Woods100,Irene McCoy,Closed Won,New Business / Add-on,2013-08-24,Closed,Alliances
Payne750 Inc,2817060,2014-05-28,Trade Show,Opportunity for Graham101,John Williams,Closed Won,Existing Business,2013-12-11,Closed,BDR
Edwards434 Inc,19640,2015-03-10,Partner,Opportunity for Hughes209,Chris Riley,Closed Lost,Existing Business,2014-12-03,Omitted,Alliances
McCarthy602 Inc,202174,2015-02-20,Seminar - Internal,Opportunity for Aguilar210,Nicolas Weaver,Closed Won,New Business,2014-11-25,Closed,AE
Walsh951 Inc,257400,2012-10-04,Employee Referral,Opportunity for Simpson211,Harold Campbell,Closed Lost,New Business / Add-on,2012-06-02,Omitted,Marketing
Walton636 Inc,2177800,2015-05-27,Trade Show,Opportunity for Lopez212,Nicolas Weaver,Closed Won,Existing Business,2014-12-01,Closed,Alliances
Bass661 Inc,640000,2015-03-28,Advertisement,Opportunity for Guzman213,Evelyn Williamson,Closed Won,New Business / Add-on,2015-01-28,Closed,Alliances
Rodriguez768 Inc,855260,2014-05-16,Seminar - Internal,Opportunity for Stevens214,Dennis Howard,Closed Lost,New Business / Add-on,2014-01-13,Omitted,BDR
Patrick806 Inc,1174800,2013-04-24,Trade Show,Opportunity for McBride215,Catherine Brown,Closed Lost,New Business,2012-09-03,Omitted,AE
Becker755 Inc,1138360,2014-05-07,Employee Referral,Opportunity for Cain216,Kelly Frazier,Closed Won,New Business,2014-02-19,Closed,BDR
Banks379 Inc,1935980,2015-02-18,Word of mouth,Opportunity for Johnson217,Evelyn Williamson,Closed Won,Existing Business,2014-09-07,Closed,Alliances
Stone207 Inc,435960,2015-02-12,Word of mouth,Opportunity for Santos218,Doroth Gardner,Closed Won,Existing Business,2015-01-31,Closed,Marketing
Terry4 Inc,2018950,2013-11-20,Trade Show,Opportunity for Hines219,Irene Kelley,Closed Won,New Business,2013-09-28,Closed,Marketing
Barker213 Inc,604215,2013-07-02,Word of mouth,Opportunity for Cook220,Chris Riley,Closed Won,New Business,2013-03-15,Closed,BDR
Lee192 Inc,374505,2015-02-09,Trade Show,Opportunity for Becker221,Irene Kelley,Closed Won,New Business / Add-on,2014-09-15,Closed,BDR
Cross532 Inc,3275600,2012-05-14,Seminar - Internal,Opportunity for Russell222,Eric Gutierrez,Closed Won,New Business,2012-04-28,Closed,Alliances
Allen182 Inc,1196300,2012-12-01,Employee Referral,Opportunity for Harmon223,Kelly Frazier,Closed Won,New Business,2012-10-18,Closed,Marketing
Morris430 Inc,879610,2013-07-06,Trade Show,Opportunity for Marshall224,Irene McCoy,Closed Won,Existing Business,2013-01-27,Closed,Marketing
Todd690 Inc,1180200,2013-04-13,Trade Show,Opportunity for Cruz225,Doroth Gardner,Closed Lost,New Business,2012-11-28,Omitted,Alliances
Hines61 Inc,911500,2013-01-05,Partner,Opportunity for Copeland226,Julie Chavez,Closed Won,New Business / Add-on,2012-09-16,Closed,AE
Cox450 Inc,917500,2015-01-03,Partner,Opportunity for McCoy227,Johnny Green,Closed Won,New Business / Add-on,2014-09-27,Closed,BDR
Holmes945 Inc,348400,2012-12-06,Seminar - Internal,Opportunity for Hines228,Irene McCoy,Closed Lost,New Business,2012-05-30,Omitted,Marketing
Armstrong378 Inc,355140,2013-12-21,Advertisement,Opportunity for Padilla229,Laura Garza,Closed Won,New Business,2013-11-15,Closed,BDR
McCarthy162 Inc,927090,2013-10-28,Web,Opportunity for Kim230,Nicolas Weaver,Closed Won,New Business / Add-on,2013-06-11,Closed,Marketing
Collins451 Inc,5423800,2015-05-20,Public Relations,Opportunity for Lee231,Johnny Green,Closed Lost,New Business,2015-04-26,Omitted,BDR
Ingram616 Inc,436550,2013-07-09,Partner,Opportunity for Smith232,Chris Riley,Closed Won,New Business,2013-04-25,Closed,Alliances
Tran866 Inc,2379760,2012-04-20,Public Relations,Opportunity for Byrd307,Laura Palmer,Closed Won,New Business / Add-on,2011-11-01,Closed,Marketing
